0,1,2,3,4,5,6,7
2.0,2.0,0.6144759648930478,0.6033643420799382,-0.45,1.5,0.0,0.0
0.0,0.0,-0.4754864843131575,-0.9404784688995218,-0.85,0.5,0.0,1.0
0.0,0.0,-0.47100389507823043,0.9915012510425352,-0.1,0.0,0.0,1.0
1.0,1.0,-0.36616592786909613,0.8070725604670556,-0.45,0.0,0.0,1.0
0.0,0.0,1.272402569647843,0.5487673060884068,-0.5,0.0,0.0,1.0
-1.0,0.0,-0.13890462781793753,-0.7314095079232692,-0.35,1.5,0.0,1.0
-1.0,0.0,0.0,0.8610784349276569,0.9,0.0,0.0,3.0
0.0,0.0,6.3818377734510525,0.0,0.8,0.0,0.0,1.0
2.0,2.0,-0.49421645954345456,0.47420767306088385,-0.85,0.5,0.0,1.0
0.0,0.0,-0.15120122091471555,0.012353151435719965,-0.1,1.0,0.0,1.0
2.0,2.0,8.14005332413444,-0.32051709758131797,0.15,0.5,0.0,1.0
-1.0,0.0,-0.2454179118747936,0.7915195996663884,0.9,0.0,0.0,1.0
0.0,1.0,1.1833024962476244,0.0,0.9,0.5,0.0,0.0
0.0,0.0,0.058973654308846664,-0.24690048724814548,1.15,1.0,0.0,1.0
0.0,0.0,-0.7565674129795331,-4.470425354462051,-0.1,-0.5,0.0,1.0
0.0,0.0,1.537188204156369,1.1524235108204202,0.65,2.0,0.0,1.0
-1.0,0.0,-0.3269662496005704,0.5068223519599665,-0.35,2.0,1.0,1.0
0.0,0.0,-0.21603398305519886,-2.8751959966638863,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.5035195996663884,-0.7,0.0,0.0,3.0
-1.0,0.0,1.676476392718376,-0.05044203502919119,0.65,0.0,0.0,1.0
0.0,0.0,-0.22822355334924152,-2.956113427856546,0.95,0.5,0.0,1.0
0.0,1.0,0.5248635702580828,-0.9054345287739785,-0.35,0.0,1.0,1.0
0.0,0.0,0.0,0.0,-0.15,0.0,0.0,3.0
0.0,1.0,0.0,-2.1563969974979145,-0.1,0.0,0.0,3.0
2.0,2.0,-0.48342476382559024,0.0,-0.35,0.0,0.0,1.0
2.0,2.0,-0.5098904223413284,0.13871559633027497,-1.0,0.0,1.0,1.0
0.0,0.0,0.0,-3.1526271893244364,-0.6,0.0,1.0,3.0
-1.0,0.0,-0.3629575134049808,-1.5651042535446211,-0.85,1.0,0.0,1.0
0.0,1.0,-0.2880718443247572,0.0,-0.25,-0.5,0.0,1.0
0.0,0.0,0.0,-3.0358140555726254,0.0,0.0,0.0,3.0
0.0,0.0,-0.010462453871465903,1.28627189324437,-0.6,0.0,0.0,1.0
2.0,2.0,0.878356048320681,-0.48730608840700607,0.0,1.5,0.0,1.0
0.0,0.0,3.4997981218210423,-0.21825880541476916,0.5,-0.5,0.0,0.0
-1.0,0.0,1.788969372362748,0.008106755629691358,1.4,0.0,0.0,1.0
0.0,0.0,-0.202458690019591,0.13319849874895728,0.8,3.5,0.0,0.0
-1.0,0.0,0.9723174593264563,0.0,0.4,-0.5,0.0,1.0
0.0,0.0,-0.15691461833617476,0.2921434528773976,-0.6,0.0,0.0,1.0
-1.0,0.0,0.0,-4.81721434528774,0.4,0.0,0.0,3.0
0.0,0.0,0.0,-0.24775940734926175,-0.35,0.0,1.0,3.0
0.0,0.0,-0.305117999377358,0.6437996576094112,1.4,1.0,0.0,1.0
1.0,1.0,0.23925168464121432,-0.3152627189324435,-0.15,-0.5,0.0,1.0
0.0,0.0,0.0,0.0,-0.35,-0.5,0.0,3.0
0.0,0.0,0.81146173382931,1.057648040033361,0.55,1.5,0.0,1.0
3.0,3.0,0.0,-2.4590492076730603,0.9,0.0,0.0,3.0
-1.0,0.0,-0.13810290872395792,-1.1643703085904922,0.9,-0.5,1.0,1.0
1.0,1.0,-0.13846510035853737,-0.4338015012510427,0.0,-0.5,1.0,1.0
2.0,2.0,-0.33263513625018887,-1.0857648040033363,0.9,0.5,0.0,1.0
-1.0,0.0,-0.2199631418968858,0.6953434528773976,0.65,0.0,0.0,0.0
1.0,2.0,-0.5616979014689236,0.7314095079232692,-0.1,0.5,0.0,1.0
0.0,0.0,0.0,-0.06740099508210882,1.75,0.0,0.0,3.0
0.0,0.0,18.977237327504653,0.0,-0.35,-0.5,1.0,1.0
-1.0,0.0,-0.3115032468531873,-13.517764804003338,-0.15,1.0,0.0,1.0
0.0,0.0,-0.2389686506218956,0.5076746751325026,0.4,3.0,0.0,1.0
2.0,2.0,1.4858169962429182,0.5164003336113426,1.3167,3.5,0.0,1.0
0.0,0.0,0.08271010661962902,0.5170308590492074,-0.35,0.5,1.0,0.0
-1.0,0.0,15.063112360082494,0.0,6.7,-0.5,0.0,0.0
0.0,0.0,1.6484651337580287,-0.9054345287739785,-0.1,0.5,0.0,0.0
1.0,1.0,0.6522948025995549,-0.8701251042535444,-0.6,1.5,0.0,0.0
0.0,0.0,-0.7426275320804782,0.6090133935142027,-0.35,0.5,0.0,1.0
1.0,1.0,0.0,-1.2799666388657214,0.8,0.0,0.0,3.0
-1.0,0.0,0.5047661971065112,0.0,-0.15,0.5,0.0,1.0
0.0,0.0,-0.557378426487264,-0.1041868223519601,-0.35,2.0,0.0,1.0
0.0,0.0,0.0,1.0435195996663884,-0.25,0.0,0.0,3.0
0.0,0.0,-0.355888403781108,-0.5097300381897196,0.65,0.0,1.0,0.0
1.0,1.0,-0.06858643824894,0.0,1.65,-0.5,1.0,1.0
-1.0,0.0,0.9271699471080895,-0.35849874895746475,-0.4,2.0,0.0,1.0
0.0,0.0,3.8631222207284086,0.5522351959966636,0.4,3.0,0.0,1.0
1.0,1.0,-0.2899297423234162,0.23896914095079216,-0.6,1.5,0.0,1.0
0.0,0.0,1.4123381972101774,0.8582351959966636,2.4,1.5,0.0,0.0
3.0,3.0,-0.4238031195244551,1.4249874895746453,-0.65,1.0,0.0,1.0
-1.0,0.0,0.510731704576436,0.0,0.9,-0.5,0.0,1.0
2.0,2.0,2.854974903072337,0.5441434528773976,1.65,-0.5,0.0,1.0
0.0,0.0,0.1302970454752458,0.4308590492076728,-0.5,0.0,0.0,1.0
2.0,2.0,0.0,0.4231526271893242,-0.1,0.0,0.0,3.0
0.0,0.0,0.4044244724786263,0.0,0.7,-0.5,0.0,1.0
0.0,0.0,1.2274838292915722,0.22939115929941606,-0.1,1.0,0.0,1.0
0.0,0.0,0.7510037157042365,-0.045397831526272,1.9,-0.5,0.0,1.0
1.0,1.0,-0.4709238019489596,0.0,-0.55,-0.5,1.0,1.0
-1.0,0.0,0.624323480787,-0.23959966638865735,-0.1,0.5,0.0,0.0
1.0,1.0,0.0,-0.7019849874895748,-0.6,0.0,0.0,3.0
1.0,1.0,0.0,-0.6800216847372813,0.65,0.0,0.0,3.0
1.0,1.0,-0.41500540509631756,0.4242535446205169,0.4,1.5,0.0,1.0
-1.0,0.0,0.08271010661962902,0.0,0.8,-0.5,1.0,1.0
0.0,0.0,-0.5275995384239525,-2.8793994995829855,-0.1,1.0,0.0,1.0
-1.0,0.0,1.1267437416964412,0.9415846538782316,1.9,1.0,0.0,0.0
0.0,0.0,-0.2640563790636462,1.28627189324437,-0.35,0.5,0.0,1.0
1.0,1.0,0.0,-3.3607005838198494,-0.1,0.0,0.0,3.0
1.0,1.0,0.4309379636615667,-0.03152627189324452,-0.35,-0.5,0.0,0.0
0.0,0.0,0.21138794146895865,-1.501911592994162,0.9,0.5,0.0,1.0
-1.0,0.0,-0.2430634446809188,0.1996663886572142,-0.8,0.0,0.0,0.0
0.0,0.0,2.314945009460714,-5.164003336113427,-0.1,-0.5,0.0,1.0
1.0,1.0,2.833904720398264,-0.5247372810675563,2.15,1.5,0.0,1.0
0.0,0.0,1.60911593737318,0.15396551389723973,0.9,3.0,0.0,0.0
1.0,1.0,-0.4590115902225754,-4.123636363636363,-0.6,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.4,0.0,0.0,3.0
0.0,0.0,7.333613314622725,-0.7077648040033362,0.4,1.5,1.0,0.0
0.0,0.0,-0.03377556803897787,-0.44767306088407016,-0.1,-0.5,1.0,0.0
0.0,0.0,-0.17559781029096333,1.28627189324437,0.35,0.0,0.0,1.0
0.0,0.0,0.28121982787805977,0.0,0.4,0.0,1.0,1.0
-1.0,0.0,1.4318197840910805,0.0,1.4,-0.5,0.0,0.0
0.0,0.0,0.3838405776460913,0.7885276946475002,1.15,-0.5,0.0,1.0
0.0,0.0,0.9140915597244904,2.118565471226021,-0.1,0.5,0.0,0.0
2.0,2.0,-0.5466180458699424,0.0,-0.65,0.5,0.0,1.0
0.0,0.0,-0.13041475611523146,-4.2450125104253535,0.9,0.0,0.0,1.0
3.0,3.0,0.0,-1.9406909266494003,-0.7,0.0,0.0,3.0
-1.0,0.0,0.0,-0.2118565471226024,0.07335,0.0,0.0,3.0
0.0,0.0,-0.20600428811720856,-2.2608840700583825,-0.4,0.5,0.0,1.0
1.0,2.0,-0.6546850135407036,0.7314095079232692,0.4,1.0,0.0,1.0
0.0,0.0,1.050360184792903,1.28627189324437,2.9,0.0,0.0,0.0
-1.0,0.0,0.03347252714986802,-0.4245537948290244,0.9,0.0,0.0,0.0
-1.0,0.0,0.0,-3.757030859049206,1.4,0.0,0.0,3.0
1.0,1.0,-0.48400261605824735,-0.10818489091787026,0.15,0.0,0.0,1.0
2.0,2.0,-0.14218089635585535,0.0,-0.85,0.0,0.0,1.0
1.0,1.0,-0.22604890671934824,0.1938865721434527,0.0,0.5,0.0,1.0
0.0,0.0,0.6789445877791416,0.7625497438341473,0.9,0.5,0.0,1.0
-1.0,0.0,-0.22515980347256528,0.8596841453899753,0.1,0.0,0.0,1.0
1.0,1.0,0.624323480787,0.2921434528773976,-0.1,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.05,0.0,0.0,3.0
0.0,0.0,-0.5383398957589564,0.0,-0.35,-0.5,0.0,1.0
-1.0,0.0,6.690393271461555,0.0,2.4,0.5,0.0,1.0
-1.0,0.0,-0.6070589472219349,-1.5805170975813179,-0.35,-0.5,0.0,1.0
-1.0,0.0,0.3671620369268225,0.8701251042535444,-0.65,-0.5,0.0,1.0
0.0,0.0,4.6452239688788515,0.0,2.4,-0.5,0.0,1.0
0.0,0.0,-0.7126882279832543,0.9066292085509853,-0.35,0.0,0.0,1.0
0.0,0.0,-0.3089545521795782,-0.28583819849874914,0.4,1.0,0.0,1.0
3.0,3.0,-0.4952412576974852,-0.08084737281067578,0.15,1.0,0.0,1.0
1.0,1.0,-0.19016455880178643,-0.7482235195996664,-0.6,0.0,0.0,1.0
2.0,2.0,1.105662672046463,1.1656496355658699,-0.5,0.5,0.0,1.0
0.0,0.0,-0.419383216762133,0.21618015012510405,0.4,1.0,0.0,1.0
2.0,2.0,-0.18689642149842095,0.9012165310172267,0.4,1.5,0.0,1.0
1.0,1.0,1.3530357179331052,0.9041496844854987,1.7,1.5,0.0,0.0
0.0,0.0,-0.7634278490523198,0.1418682235195995,-0.6,1.0,0.0,1.0
0.0,0.0,-0.5455673159240577,0.0,-0.35,-0.5,0.0,1.0
1.0,1.0,-0.7578738500881308,-0.7019849874895748,-0.85,1.5,0.0,0.0
1.0,1.0,-0.5848070407572188,-0.8522602168473729,0.2,0.5,0.0,1.0
0.0,0.0,1.8149050338216393,0.40773978315262704,2.15,1.0,0.0,0.0
0.0,0.0,-0.2959230919967199,0.0,0.5,-0.5,0.0,1.0
0.0,0.0,0.0,0.9659049207673058,-1.0,0.0,0.0,3.0
0.0,0.0,0.0,0.6741139355259816,0.4,0.0,0.0,3.0
2.0,2.0,-0.6630606540590398,-0.5863886572143454,-0.35,0.0,0.0,1.0
-1.0,0.0,-0.2844998220594909,0.0,0.65,0.0,0.0,1.0
0.0,0.0,-0.6011801771835633,-11.178315262718932,-0.55,0.0,0.0,1.0
0.0,0.0,0.3114324497789205,0.8031589543009978,0.45,2.0,0.0,1.0
0.0,0.0,0.34017931817654556,-1.0198748957464554,0.0,-0.5,0.0,1.0
0.0,0.0,-0.1600669335058492,-0.19336113427856552,-0.1,0.0,0.0,1.0
-1.0,0.0,0.24519411886984033,-0.467489574645538,-0.1,-0.5,0.0,0.0
1.0,1.0,0.0,-2.4898748957464547,0.4,0.0,0.0,3.0
1.0,1.0,0.5062705815488827,1.1747554334494428,1.15,1.0,0.0,1.0
-1.0,0.0,-0.655853585426786,-0.16490665298004764,-0.1,1.0,0.0,1.0
0.0,0.0,0.1751740792570588,-0.11244370308590515,-0.65,0.5,0.0,1.0
-1.0,0.0,-0.206822616687996,0.0,-0.6,-0.5,0.0,1.0
0.0,0.0,0.4659717323937884,0.7487489574645536,-0.85,-0.5,0.0,1.0
-1.0,0.0,-0.5851352912870172,0.6081067556296912,-1.025,1.5,1.0,1.0
1.0,1.0,0.5104659648838941,0.22278565471226,1.1,0.5,0.0,1.0
-1.0,0.0,3.045992774376375,-0.12264337928666076,1.65,2.5,0.0,1.0
0.0,0.0,0.0,0.7420799384102134,-0.35,0.0,1.0,3.0
-1.0,0.0,-0.40172543906236935,0.0,0.4,-0.5,0.0,0.0
0.0,0.0,0.3089300975151083,-0.06125104253544625,-0.85,0.0,0.0,1.0
0.0,0.0,-0.2782850547788177,-0.443593190403768,1.9,1.0,0.0,1.0
1.0,1.0,-0.5068281731488391,0.4782535446205169,-1.0,0.5,0.0,0.0
-1.0,0.0,-0.3113333181189213,-0.6012510425354464,1.25,1.0,0.0,0.0
1.0,1.0,-0.26471763080363786,-0.31886572143452885,-0.75,0.0,0.0,1.0
-1.0,0.0,0.0,0.9279232693911591,-0.85,-0.5,0.0,3.0
-1.0,0.0,0.598370352648489,0.0,0.4,-0.5,0.0,1.0
0.0,0.0,-0.7021369101283613,0.2279232693911591,-0.35,0.5,0.0,1.0
0.0,0.0,1.4519809316312986,0.0,-0.35,-0.5,0.0,1.0
-1.0,0.0,1.264412013893893,0.0,0.1,-0.5,1.0,0.0
0.0,0.0,-0.6872955219742681,0.3263599666388655,-0.25,1.0,0.0,1.0
0.0,0.0,-0.3586799775867256,0.0,-0.6,-0.5,0.0,1.0
0.0,0.0,-0.48345095821786815,-0.7230025020850709,0.4,0.5,0.0,1.0
0.0,0.0,-0.5785310875777911,0.0,-0.675,0.5,0.0,1.0
-1.0,0.0,-0.52651154905884,-0.2638748957464556,-0.1,2.0,0.0,1.0
-1.0,0.0,0.3302766561935873,0.0,0.15,-0.5,0.0,1.0
1.0,1.0,-0.141429202642617,0.5081112309038018,-0.85,0.5,0.0,1.0
1.0,1.0,0.328898003968434,-2.338829024186822,0.15,0.5,1.0,0.0
0.0,0.0,6.372909359040536,-0.64418682235196,1.65,0.0,0.0,1.0
-1.0,0.0,-0.50047652539724,-0.919306088407006,0.4,-0.5,0.0,1.0
2.0,2.0,0.28556893403504435,1.28627189324437,-1.1,3.0,0.0,0.0
0.0,0.0,0.0,0.5926939115929939,-0.1,0.0,0.0,3.0
0.0,0.0,1.836647350096016,0.4064186822351957,1.9,0.0,0.0,1.0
0.0,0.0,-0.2924125636807054,0.0,-0.35,-0.5,0.0,1.0
2.0,2.0,0.2632939187330305,-0.15350033073538272,-0.15,0.5,0.0,0.0
0.0,0.0,-0.15513553797901364,0.6239049207673059,-0.85,1.0,0.0,1.0
-1.0,0.0,0.0,0.0,-0.6,0.0,0.0,3.0
-1.0,0.0,-0.4240805099793079,-1.5643336113427857,-0.1,0.5,0.0,1.0
0.0,0.0,-0.3621711189214495,-1.4325537948290243,0.9,0.5,0.0,1.0
-1.0,0.0,-0.4265471438961847,0.7234066850580608,-0.75,1.5,0.0,1.0
0.0,0.0,0.328898003968434,-2.793598587057842,-0.1,-0.5,0.0,0.0
2.0,2.0,-0.1491939689249983,-1.2452877397831525,3.4,0.0,0.0,1.0
2.0,2.0,-0.17332530662312817,0.36000968549059675,-0.15,1.0,0.0,0.0
0.0,0.0,-0.7309310466022775,-0.8776914095079232,-1.1,-0.5,1.0,1.0
5.0,5.0,-0.19237286424100522,0.1741135156490055,-0.1,0.0,0.0,1.0
0.0,0.0,-0.5156282416022047,0.17279805243107987,-0.45,0.5,0.0,1.0
0.0,0.0,-0.5362953326256854,0.014712260216847297,-0.35,2.0,0.0,1.0
1.0,1.0,-0.39973939205687714,0.6509544620517095,2.4,1.0,0.0,0.0
-1.0,0.0,-0.5449504675284605,0.6809674728940782,-0.7,0.5,0.0,1.0
-1.0,0.0,-0.39311923537190285,0.0,0.9,-0.5,0.0,1.0
-1.0,0.0,-0.18236059940614713,0.09457881567973284,-0.7,1.5,0.0,1.0
0.0,0.0,-0.3801231403961244,-0.36097581317764815,-0.35,0.5,0.0,1.0
0.0,0.0,0.0,0.41866889074228497,0.175,0.0,0.0,3.0
0.0,0.0,-0.15044803037906132,-3.7768473728106753,0.1,0.0,0.0,1.0
0.0,0.0,0.004323176709777105,0.7314095079232692,0.9,0.5,0.0,0.0
2.0,2.0,1.5908884987835255,-0.21648040033361157,0.9,0.0,0.0,1.0
0.0,1.0,-0.6700768121831628,-1.4375979983319438,0.2,0.0,0.0,0.0
0.0,1.0,2.2074101358987557,-1.0410675562969143,0.9,1.5,0.0,1.0
1.0,1.0,-0.706735700050837,-0.8737281067556297,-0.25,0.5,0.0,1.0
0.0,1.0,-0.11207146469833015,0.9626021684737279,0.9,0.5,0.0,1.0
1.0,1.0,0.9898623755417884,-0.17024186822351975,0.4,-0.5,0.0,1.0
0.0,0.0,0.5455433536353824,0.06425354462051684,-0.65,0.5,0.0,0.0
1.0,1.0,1.9952946435430252,0.0,0.9,-0.5,0.0,1.0
0.0,0.0,-0.3239409942427893,0.9057948290241866,0.15,0.5,0.0,1.0
0.0,0.0,0.06829211241139625,-1.8565033361134278,0.5,0.0,0.0,1.0
1.0,1.0,-0.1869032022165079,0.2405697055238338,0.65,0.0,0.0,1.0
-1.0,0.0,0.0,-0.5962969140950793,0.9,0.0,0.0,3.0
0.0,0.0,-0.7799322856905837,0.0,-0.95,-0.5,0.0,1.0
0.0,0.0,7.24829627512049,0.0,0.65,-0.5,0.0,1.0
1.0,1.0,-0.36484743740104425,0.11914756549998545,-0.6,0.5,0.0,1.0
1.0,1.0,0.6646781632530432,0.0,-0.8,-0.5,0.0,1.0
0.0,0.0,-0.3667029457358463,-3.630425354462051,0.65,0.0,0.0,1.0
2.0,2.0,-0.5695893461957647,-0.23266388657214349,0.15,0.5,0.0,0.0
2.0,2.0,0.9849500299705047,0.5286713286713285,-0.1,0.0,0.0,1.0
1.0,1.0,0.42302302276180265,0.0,-0.1,-0.5,0.0,1.0
0.0,0.0,0.0,-0.5137281067556299,0.15,0.0,0.0,3.0
0.0,0.0,0.040037537745836155,0.6892680609368564,0.9,1.5,0.0,1.0
0.0,0.0,6.727646424088376,-5.441434528773978,1.15,0.5,1.0,1.0
0.0,1.0,3.08620245427505,0.0,0.9,-0.5,1.0,1.0
-1.0,0.0,-0.6722004618107467,-3.0139115929941616,-0.35,0.5,0.0,1.0
-1.0,0.0,0.25907016399313665,0.20429024186822337,1.5,1.0,0.0,1.0
1.0,1.0,3.749268524467831,0.0,0.15,0.5,0.0,1.0
0.0,0.0,-0.5790035713903829,-0.2594161801501252,-0.35,-0.5,0.0,1.0
0.0,0.0,8.334928425751572,-0.05108872778597558,0.65,2.0,0.0,1.0
-1.0,0.0,-0.15348524906186556,-3.747122602168473,0.45,0.5,0.0,0.0
0.0,0.0,3.565632985936068,0.7314095079232692,3.3,0.0,0.0,1.0
0.0,0.0,0.0,-0.20987489574645563,0.65,0.0,0.0,3.0
-1.0,0.0,-0.5541287462422597,-3.0139115929941616,-0.1,-0.5,0.0,1.0
-1.0,0.0,-0.85280390330583,0.0,0.9,-0.5,1.0,1.0
-1.0,0.0,-0.20148132406711636,0.5189463793667717,1.4,1.0,0.0,0.0
0.0,1.0,-0.550163479842295,-1.0718932443703086,-0.35,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.15,0.0,0.0,3.0
1.0,1.0,1.2893877563848974,0.8007673060884067,0.4,-0.5,0.0,0.0
0.0,0.0,-0.7543287443663079,0.8870416403913828,-0.35,1.5,0.0,0.0
0.0,0.0,-0.7329990249400075,2.708106755629691,-0.1,0.5,0.0,1.0
0.0,0.0,-0.4470155433108807,-0.03686148713671663,0.15,3.0,0.0,1.0
0.0,0.0,0.6668795207227144,0.991056649772246,-0.1,0.5,0.0,1.0
-1.0,0.0,-0.5379755376708801,-0.7713427856547124,-0.7,0.0,0.0,0.0
3.0,3.0,0.4913938332377181,0.5618682235195994,0.65,-0.5,0.0,1.0
-1.0,0.0,-0.6301916155082061,-4.721548416784101,0.15,1.0,0.0,1.0
-1.0,0.0,0.14875411321506843,0.16393661384487043,0.15,0.5,0.0,1.0
0.0,0.0,-0.6108945546626294,-0.6504112401360109,-0.1,1.0,0.0,1.0
0.0,0.0,0.8487649118368726,0.6620517097581315,0.9,1.5,1.0,0.0
0.0,0.0,-0.3195707651642123,0.0,0.2,-0.5,0.0,1.0
-1.0,0.0,0.0,-0.5632693911592996,-0.35,0.0,0.0,3.0
1.0,1.0,-0.38391535311677943,0.0,0.25,-0.5,0.0,1.0
2.0,2.0,-0.7253561709043933,1.0389962650034446,-0.1,2.5,0.0,1.0
1.0,1.0,0.0,0.1996663886572142,-1.0,0.0,0.0,3.0
0.0,0.0,0.26759721752858157,0.0,-1.0,-0.5,0.0,1.0
1.0,1.0,-0.724654896472532,0.028824020016680326,2.4,1.5,0.0,1.0
0.0,0.0,1.4637257355874855,-1.2799666388657214,-0.25,0.5,0.0,1.0
0.0,0.0,0.0,0.3615012510425352,-0.7,0.0,0.0,3.0
-1.0,0.0,0.9547332425704205,0.0,-0.375,-0.5,0.0,1.0
0.0,1.0,-0.2096705182845269,0.33507923269391143,0.65,0.0,0.0,1.0
0.0,0.0,0.4996314444082739,-0.34986078142041466,-0.1,0.5,0.0,1.0
0.0,0.0,0.9364897346252847,-1.0545537948290242,0.35,0.0,0.0,0.0
1.0,1.0,1.510599911242698,0.932877397831526,0.9,0.0,0.0,1.0
2.0,2.0,0.0,0.967226021684737,-0.1,0.0,0.0,3.0
-1.0,0.0,1.9832806741524036,-0.8869391159299416,0.65,2.0,0.0,0.0
0.0,0.0,2.8104720092443882,-0.23189324437030875,0.15,1.5,0.0,0.0
0.0,0.0,-0.524928399737718,-0.30895746455379497,-0.35,-0.5,0.0,1.0
0.0,0.0,-0.35259687159355446,0.3932902418682233,-0.1,0.0,0.0,1.0
0.0,0.0,0.0,0.16393661384487043,-0.6,0.0,0.0,3.0
-1.0,0.0,1.4930949669896088,-0.009851959966639021,-0.6,2.0,0.0,1.0
0.0,0.0,0.559640072637575,-0.6998832360300251,0.15,0.0,0.0,1.0
1.0,1.0,0.0,0.8301109899275034,-0.6,0.0,0.0,3.0
0.0,0.0,0.4372994589290598,1.28627189324437,-0.6,0.0,0.0,0.0
0.0,0.0,0.42747682442526636,1.28627189324437,1.4,1.5,0.0,1.0
0.0,0.0,3.8037389988549455,0.0,1.15,0.5,0.0,1.0
1.0,1.0,0.18537749375400503,-3.732710592160133,0.15,-0.5,0.0,0.0
0.0,0.0,0.0,-1.7500583819849875,-0.7,0.0,0.0,3.0
0.0,0.0,1.046187411538021,0.3907403228180344,-0.1,1.0,0.0,0.0
0.0,0.0,0.0,0.45397831526271876,0.4,0.0,0.0,3.0
1.0,1.0,0.9250666161883002,0.0,1.9,-0.5,0.0,1.0
0.0,0.0,-0.6204284693789986,0.04599126723249748,-0.1,0.0,0.0,1.0
